Name,Child Of,Points,Eats,Feet,Inches,Weight,Strength,Hit Points,Dexterity,Will Power,Intelligence,Perception,Health,Fatigue,Damage Resistance,Speed,Basic Lift,Basic Move,Basic Dodge
286,228,7,carnivore,6.000000,0.000000,144.999954,16.000000,15.000000,7.000000,11.000000,12.000000,13.000000,15.000000,10.000000,0.000000,0.500000,51.000000,1.000000,4.000000,
288,228,7,carnivore,6.000000,0.000000,144.999954,16.000000,15.000000,7.000000,11.000000,12.000000,13.000000,15.000000,10.000000,0.000000,0.500000,51.000000,1.000000,4.000000,
290,178,8,carnivore,21.000000,0.000000,23999.984375,11.000000,5.000000,19.000000,6.000000,7.000000,4.000000,5.000000,10.000000,0.000000,2.250000,24.000000,5.000000,8.000000,
292,178,8,carnivore,21.000000,0.000000,23999.984375,11.000000,5.000000,19.000000,6.000000,7.000000,4.000000,5.000000,10.000000,0.000000,2.250000,24.000000,5.000000,8.000000,
283,237,1,herbivore,21.000000,0.000000,23999.984375,8.000000,6.000000,13.000000,14.000000,8.000000,7.000000,6.000000,10.000000,0.000000,3.750000,12.000000,6.000000,9.000000,
285,237,1,herbivore,21.000000,0.000000,23999.984375,8.000000,6.000000,13.000000,14.000000,8.000000,7.000000,6.000000,10.000000,0.000000,3.750000,12.000000,6.000000,9.000000,
287,241,5,herbivore,15.000000,0.000000,6085.061523,9.000000,5.000000,13.000000,13.000000,9.000000,6.000000,5.000000,10.000000,0.000000,2.750000,16.000000,4.000000,7.000000,
289,241,5,herbivore,15.000000,0.000000,6085.061523,9.000000,5.000000,13.000000,13.000000,9.000000,6.000000,5.000000,10.000000,0.000000,2.750000,16.000000,4.000000,7.000000,
291,223,2,herbivore,15.000000,0.000000,6085.061523,7.000000,5.000000,11.000000,12.000000,5.000000,7.000000,5.000000,10.000000,0.000000,3.250000,9.000000,5.000000,8.000000,
293,223,2,herbivore,15.000000,0.000000,6085.061523,7.000000,5.000000,11.000000,12.000000,5.000000,7.000000,5.000000,10.000000,0.000000,3.250000,9.000000,5.000000,8.000000,
294,288,17,carnivore,9.000000,0.000000,757.724487,16.000000,15.000000,7.000000,11.000000,11.000000,14.000000,15.000000,10.000000,0.000000,0.500000,51.000000,1.000000,4.000000,
296,288,17,carnivore,9.000000,0.000000,757.724487,16.000000,15.000000,7.000000,11.000000,11.000000,14.000000,15.000000,10.000000,0.000000,0.500000,51.000000,1.000000,4.000000,
298,282,1,carnivore,21.000000,0.000000,23999.984375,9.000000,6.000000,19.000000,9.000000,7.000000,11.000000,6.000000,10.000000,0.000000,1.000000,16.000000,4.000000,7.000000,
300,282,1,carnivore,21.000000,0.000000,23999.984375,9.000000,6.000000,19.000000,9.000000,7.000000,11.000000,6.000000,10.000000,0.000000,1.000000,16.000000,4.000000,7.000000,
302,178,9,carnivore,21.000000,0.000000,23999.984375,11.000000,7.000000,18.000000,5.000000,6.000000,5.000000,7.000000,10.000000,0.000000,2.750000,24.000000,5.000000,8.000000,
304,178,9,carnivore,21.000000,0.000000,23999.984375,11.000000,7.000000,18.000000,5.000000,6.000000,5.000000,7.000000,10.000000,0.000000,2.750000,24.000000,5.000000,8.000000,
295,237,2,herbivore,21.000000,0.000000,23999.984375,8.000000,7.000000,12.000000,15.000000,8.000000,8.000000,7.000000,10.000000,0.000000,3.750000,12.000000,6.000000,9.000000,
297,237,2,herbivore,21.000000,0.000000,23999.984375,8.000000,7.000000,12.000000,15.000000,8.000000,8.000000,7.000000,10.000000,0.000000,3.750000,12.000000,6.000000,9.000000,
299,283,2,herbivore,21.000000,0.000000,23999.984375,8.000000,7.000000,12.000000,15.000000,8.000000,8.000000,7.000000,10.000000,0.000000,3.750000,12.000000,6.000000,9.000000,
301,283,2,herbivore,21.000000,0.000000,23999.984375,8.000000,7.000000,12.000000,15.000000,8.000000,8.000000,7.000000,10.000000,0.000000,3.750000,12.000000,6.000000,9.000000,
303,223,13,herbivore,21.000000,0.000000,23999.984375,6.000000,6.000000,13.000000,9.000000,6.000000,7.000000,6.000000,10.000000,0.000000,4.000000,7.000000,7.000000,10.000000,
305,223,13,herbivore,21.000000,0.000000,23999.984375,6.000000,6.000000,13.000000,9.000000,6.000000,7.000000,6.000000,10.000000,0.000000,4.000000,7.000000,7.000000,10.000000,
306,288,18,carnivore,15.000000,0.000000,6085.061523,16.000000,15.000000,7.000000,11.000000,10.000000,15.000000,15.000000,10.000000,0.000000,1.000000,51.000000,3.000000,6.000000,
308,288,18,carnivore,15.000000,0.000000,6085.061523,16.000000,15.000000,7.000000,11.000000,10.000000,15.000000,15.000000,10.000000,0.000000,1.000000,51.000000,3.000000,6.000000,
310,300,15,carnivore,21.000000,0.000000,23999.984375,10.000000,8.000000,18.000000,9.000000,5.000000,11.000000,8.000000,10.000000,0.000000,1.250000,20.000000,4.000000,7.000000,
312,300,15,carnivore,21.000000,0.000000,23999.984375,10.000000,8.000000,18.000000,9.000000,5.000000,11.000000,8.000000,10.000000,0.000000,1.250000,20.000000,4.000000,7.000000,
314,294,4,carnivore,9.000000,0.000000,757.724487,15.000000,13.000000,8.000000,11.000000,11.000000,16.000000,13.000000,10.000000,0.000000,0.250000,45.000000,1.000000,4.000000,
316,294,4,carnivore,9.000000,0.000000,757.724487,15.000000,13.000000,8.000000,11.000000,11.000000,16.000000,13.000000,10.000000,0.000000,0.250000,45.000000,1.000000,4.000000,
307,303,3,herbivore,21.000000,0.000000,23999.984375,7.000000,6.000000,14.000000,9.000000,5.000000,7.000000,6.000000,10.000000,0.000000,4.500000,9.000000,7.000000,10.000000,
309,303,3,herbivore,21.000000,0.000000,23999.984375,7.000000,6.000000,14.000000,9.000000,5.000000,7.000000,6.000000,10.000000,0.000000,4.500000,9.000000,7.000000,10.000000,
311,305,15,herbivore,21.000000,0.000000,23999.984375,5.000000,6.000000,13.000000,9.000000,5.000000,7.000000,6.000000,10.000000,0.000000,4.750000,5.000000,7.000000,10.000000,
313,305,15,herbivore,21.000000,0.000000,23999.984375,5.000000,6.000000,13.000000,9.000000,5.000000,7.000000,6.000000,10.000000,0.000000,4.750000,5.000000,7.000000,10.000000,
315,301,19,herbivore,21.000000,0.000000,23999.984375,8.000000,8.000000,12.000000,14.000000,6.000000,7.000000,8.000000,10.000000,0.000000,4.000000,12.000000,7.000000,10.000000,
317,301,19,herbivore,21.000000,0.000000,23999.984375,8.000000,8.000000,12.000000,14.000000,6.000000,7.000000,8.000000,10.000000,0.000000,4.000000,12.000000,7.000000,10.000000,
318,306,1,carnivore,21.000000,0.000000,23999.984375,16.000000,15.000000,8.000000,12.000000,10.000000,16.000000,15.000000,10.000000,0.000000,1.000000,51.000000,4.000000,7.000000,
320,306,1,carnivore,21.000000,0.000000,23999.984375,16.000000,15.000000,8.000000,12.000000,10.000000,16.000000,15.000000,10.000000,0.000000,1.000000,51.000000,4.000000,7.000000,
322,308,8,carnivore,15.000000,0.000000,6085.061523,17.000000,16.000000,7.000000,12.000000,9.000000,12.000000,16.000000,10.000000,0.000000,1.250000,57.000000,3.000000,6.000000,
324,308,8,carnivore,15.000000,0.000000,6085.061523,17.000000,16.000000,7.000000,12.000000,9.000000,12.000000,16.000000,10.000000,0.000000,1.250000,57.000000,3.000000,6.000000,
326,294,2,carnivore,15.000000,0.000000,6085.061523,15.000000,14.000000,7.000000,11.000000,11.000000,18.000000,14.000000,10.000000,0.000000,0.500000,45.000000,2.000000,5.000000,
328,294,2,carnivore,15.000000,0.000000,6085.061523,15.000000,14.000000,7.000000,11.000000,11.000000,18.000000,14.000000,10.000000,0.000000,0.500000,45.000000,2.000000,5.000000,
319,317,14,herbivore,21.000000,0.000000,23999.984375,8.000000,8.000000,13.000000,13.000000,5.000000,7.000000,8.000000,10.000000,0.000000,4.250000,12.000000,7.000000,10.000000,
321,317,14,herbivore,21.000000,0.000000,23999.984375,8.000000,8.000000,13.000000,13.000000,5.000000,7.000000,8.000000,10.000000,0.000000,4.250000,12.000000,7.000000,10.000000,
323,311,0,herbivore,21.000000,0.000000,23999.984375,5.000000,6.000000,14.000000,7.000000,5.000000,8.000000,6.000000,10.000000,0.000000,5.000000,5.000000,8.000000,11.000000,
325,311,0,herbivore,21.000000,0.000000,23999.984375,5.000000,6.000000,14.000000,7.000000,5.000000,8.000000,6.000000,10.000000,0.000000,5.000000,5.000000,8.000000,11.000000,
327,301,0,herbivore,21.000000,0.000000,23999.984375,8.000000,9.000000,12.000000,13.000000,5.000000,7.000000,9.000000,10.000000,0.000000,4.250000,12.000000,7.000000,10.000000,
329,301,0,herbivore,21.000000,0.000000,23999.984375,8.000000,9.000000,12.000000,13.000000,5.000000,7.000000,9.000000,10.000000,0.000000,4.250000,12.000000,7.000000,10.000000,
330,320,14,carnivore,21.000000,0.000000,23999.984375,17.000000,16.000000,8.000000,10.000000,8.000000,16.000000,16.000000,10.000000,0.000000,1.250000,57.000000,4.000000,7.000000,
332,320,14,carnivore,21.000000,0.000000,23999.984375,17.000000,16.000000,8.000000,10.000000,8.000000,16.000000,16.000000,10.000000,0.000000,1.250000,57.000000,4.000000,7.000000,
334,326,6,carnivore,21.000000,0.000000,23999.984375,16.000000,14.000000,7.000000,11.000000,11.000000,15.000000,14.000000,10.000000,0.000000,0.750000,51.000000,3.000000,6.000000,
336,326,6,carnivore,21.000000,0.000000,23999.984375,16.000000,14.000000,7.000000,11.000000,11.000000,15.000000,14.000000,10.000000,0.000000,0.750000,51.000000,3.000000,6.000000,
338,294,4,carnivore,9.000000,0.000000,757.724487,15.000000,12.000000,7.000000,11.000000,12.000000,19.000000,12.000000,10.000000,0.000000,0.000000,45.000000,1.000000,5.000000,
340,294,4,carnivore,9.000000,0.000000,757.724487,15.000000,12.000000,7.000000,11.000000,12.000000,19.000000,12.000000,10.000000,0.000000,0.000000,45.000000,1.000000,5.000000,
331,317,7,herbivore,21.000000,0.000000,23999.984375,8.000000,8.000000,14.000000,12.000000,5.000000,7.000000,8.000000,10.000000,0.000000,4.500000,12.000000,7.000000,10.000000,
333,317,7,herbivore,21.000000,0.000000,23999.984375,8.000000,8.000000,14.000000,12.000000,5.000000,7.000000,8.000000,10.000000,0.000000,4.500000,12.000000,7.000000,10.000000,
335,311,3,herbivore,21.000000,0.000000,23999.984375,7.000000,6.000000,13.000000,9.000000,6.000000,8.000000,6.000000,10.000000,0.000000,4.500000,9.000000,7.000000,10.000000,
337,311,3,herbivore,21.000000,0.000000,23999.984375,7.000000,6.000000,13.000000,9.000000,6.000000,8.000000,6.000000,10.000000,0.000000,4.500000,9.000000,7.000000,10.000000,
339,301,4,herbivore,21.000000,0.000000,23999.984375,7.000000,8.000000,11.000000,15.000000,7.000000,10.000000,8.000000,10.000000,0.000000,3.750000,9.000000,6.000000,9.000000,
341,301,4,herbivore,21.000000,0.000000,23999.984375,7.000000,8.000000,11.000000,15.000000,7.000000,10.000000,8.000000,10.000000,0.000000,3.750000,9.000000,6.000000,9.000000,
342,336,6,carnivore,9.000000,0.000000,757.724487,15.000000,12.000000,6.000000,13.000000,12.000000,15.000000,12.000000,10.000000,0.000000,0.250000,45.000000,1.000000,4.000000,
344,336,6,carnivore,9.000000,0.000000,757.724487,15.000000,12.000000,6.000000,13.000000,12.000000,15.000000,12.000000,10.000000,0.000000,0.250000,45.000000,1.000000,4.000000,
346,326,6,carnivore,9.000000,0.000000,757.724487,16.000000,13.000000,6.000000,12.000000,11.000000,16.000000,13.000000,10.000000,0.000000,0.250000,51.000000,1.000000,4.000000,
348,326,6,carnivore,9.000000,0.000000,757.724487,16.000000,13.000000,6.000000,12.000000,11.000000,16.000000,13.000000,10.000000,0.000000,0.250000,51.000000,1.000000,4.000000,
350,330,9,carnivore,21.000000,0.000000,23999.984375,17.000000,19.000000,7.000000,10.000000,9.000000,14.000000,19.000000,10.000000,0.000000,1.500000,57.000000,4.000000,7.000000,
352,330,9,carnivore,21.000000,0.000000,23999.984375,17.000000,19.000000,7.000000,10.000000,9.000000,14.000000,19.000000,10.000000,0.000000,1.500000,57.000000,4.000000,7.000000,
343,333,2,herbivore,21.000000,0.000000,23999.984375,8.000000,7.000000,15.000000,13.000000,5.000000,7.000000,7.000000,10.000000,0.000000,4.000000,12.000000,7.000000,10.000000,
345,333,2,herbivore,21.000000,0.000000,23999.984375,8.000000,7.000000,15.000000,13.000000,5.000000,7.000000,7.000000,10.000000,0.000000,4.000000,12.000000,7.000000,10.000000,
347,311,10,herbivore,21.000000,0.000000,23999.984375,9.000000,6.000000,13.000000,9.000000,6.000000,9.000000,6.000000,10.000000,0.000000,4.000000,16.000000,7.000000,10.000000,
349,311,10,herbivore,21.000000,0.000000,23999.984375,9.000000,6.000000,13.000000,9.000000,6.000000,9.000000,6.000000,10.000000,0.000000,4.000000,16.000000,7.000000,10.000000,
351,335,14,herbivore,21.000000,0.000000,23999.984375,8.000000,6.000000,11.000000,9.000000,6.000000,9.000000,6.000000,10.000000,0.000000,4.250000,12.000000,7.000000,10.000000,
353,335,14,herbivore,21.000000,0.000000,23999.984375,8.000000,6.000000,11.000000,9.000000,6.000000,9.000000,6.000000,10.000000,0.000000,4.250000,12.000000,7.000000,10.000000,
354,350,3,carnivore,21.000000,0.000000,23999.984375,17.000000,20.000000,6.000000,10.000000,9.000000,15.000000,20.000000,10.000000,0.000000,1.750000,57.000000,4.000000,7.000000,
356,350,3,carnivore,21.000000,0.000000,23999.984375,17.000000,20.000000,6.000000,10.000000,9.000000,15.000000,20.000000,10.000000,0.000000,1.750000,57.000000,4.000000,7.000000,
358,326,0,carnivore,6.000000,0.000000,144.999954,16.000000,12.000000,7.000000,12.000000,10.000000,17.000000,12.000000,10.000000,0.000000,0.000000,51.000000,1.000000,4.000000,
360,326,0,carnivore,6.000000,0.000000,144.999954,16.000000,12.000000,7.000000,12.000000,10.000000,17.000000,12.000000,10.000000,0.000000,0.000000,51.000000,1.000000,4.000000,
362,330,4,carnivore,21.000000,0.000000,23999.984375,16.000000,19.000000,7.000000,10.000000,9.000000,16.000000,19.000000,10.000000,0.000000,1.500000,51.000000,4.000000,7.000000,
364,330,4,carnivore,21.000000,0.000000,23999.984375,16.000000,19.000000,7.000000,10.000000,9.000000,16.000000,19.000000,10.000000,0.000000,1.500000,51.000000,4.000000,7.000000,
355,333,10,herbivore,21.000000,0.000000,23999.984375,8.000000,9.000000,13.000000,14.000000,5.000000,7.000000,9.000000,10.000000,0.000000,3.750000,12.000000,6.000000,9.000000,
357,333,10,herbivore,21.000000,0.000000,23999.984375,8.000000,9.000000,13.000000,14.000000,5.000000,7.000000,9.000000,10.000000,0.000000,3.750000,12.000000,6.000000,9.000000,
359,311,0,herbivore,15.000000,0.000000,6085.061523,10.000000,8.000000,14.000000,7.000000,5.000000,7.000000,8.000000,10.000000,0.000000,5.000000,20.000000,7.000000,11.000000,
361,311,0,herbivore,15.000000,0.000000,6085.061523,10.000000,8.000000,14.000000,7.000000,5.000000,7.000000,8.000000,10.000000,0.000000,5.000000,20.000000,7.000000,11.000000,
363,335,0,herbivore,21.000000,0.000000,23999.984375,10.000000,5.000000,12.000000,11.000000,8.000000,11.000000,5.000000,10.000000,0.000000,3.750000,20.000000,6.000000,9.000000,
365,335,0,herbivore,21.000000,0.000000,23999.984375,10.000000,5.000000,12.000000,11.000000,8.000000,11.000000,5.000000,10.000000,0.000000,3.750000,20.000000,6.000000,9.000000,
366,350,19,carnivore,15.000000,0.000000,6085.061523,17.000000,21.000000,5.000000,10.000000,8.000000,14.000000,21.000000,10.000000,0.000000,1.750000,57.000000,3.000000,6.000000,
368,350,19,carnivore,15.000000,0.000000,6085.061523,17.000000,21.000000,5.000000,10.000000,8.000000,14.000000,21.000000,10.000000,0.000000,1.750000,57.000000,3.000000,6.000000,
370,362,0,carnivore,21.000000,0.000000,23999.984375,16.000000,19.000000,6.000000,10.000000,9.000000,16.000000,19.000000,10.000000,0.000000,1.250000,51.000000,4.000000,7.000000,
372,362,0,carnivore,21.000000,0.000000,23999.984375,16.000000,19.000000,6.000000,10.000000,9.000000,16.000000,19.000000,10.000000,0.000000,1.250000,51.000000,4.000000,7.000000,
374,330,19,carnivore,21.000000,0.000000,23999.984375,16.000000,17.000000,8.000000,11.000000,9.000000,13.000000,17.000000,10.000000,0.000000,1.000000,51.000000,4.000000,7.000000,
376,330,19,carnivore,21.000000,0.000000,23999.984375,16.000000,17.000000,8.000000,11.000000,9.000000,13.000000,17.000000,10.000000,0.000000,1.000000,51.000000,4.000000,7.000000,
367,333,2,herbivore,15.000000,0.000000,6085.061523,9.000000,9.000000,12.000000,12.000000,5.000000,6.000000,9.000000,10.000000,0.000000,3.750000,16.000000,5.000000,8.000000,
369,333,2,herbivore,15.000000,0.000000,6085.061523,9.000000,9.000000,12.000000,12.000000,5.000000,6.000000,9.000000,10.000000,0.000000,3.750000,16.000000,5.000000,8.000000,
371,359,17,herbivore,9.000000,0.000000,757.724487,11.000000,8.000000,13.000000,6.000000,5.000000,7.000000,8.000000,10.000000,0.000000,4.500000,24.000000,5.000000,9.000000,
373,359,17,herbivore,9.000000,0.000000,757.724487,11.000000,8.000000,13.000000,6.000000,5.000000,7.000000,8.000000,10.000000,0.000000,4.500000,24.000000,5.000000,9.000000,
375,335,0,herbivore,21.000000,0.000000,23999.984375,11.000000,6.000000,11.000000,12.000000,6.000000,8.000000,6.000000,10.000000,0.000000,3.750000,24.000000,6.000000,9.000000,
377,335,0,herbivore,21.000000,0.000000,23999.984375,11.000000,6.000000,11.000000,12.000000,6.000000,8.000000,6.000000,10.000000,0.000000,3.750000,24.000000,6.000000,9.000000,
378,350,6,carnivore,21.000000,0.000000,23999.984375,17.000000,22.000000,6.000000,10.000000,7.000000,14.000000,22.000000,10.000000,0.000000,2.250000,57.000000,5.000000,8.000000,
380,350,6,carnivore,21.000000,0.000000,23999.984375,17.000000,22.000000,6.000000,10.000000,7.000000,14.000000,22.000000,10.000000,0.000000,2.250000,57.000000,5.000000,8.000000,
382,362,0,carnivore,21.000000,0.000000,23999.984375,16.000000,17.000000,7.000000,10.000000,9.000000,16.000000,17.000000,10.000000,0.000000,1.000000,51.000000,4.000000,7.000000,
384,362,0,carnivore,21.000000,0.000000,23999.984375,16.000000,17.000000,7.000000,10.000000,9.000000,16.000000,17.000000,10.000000,0.000000,1.000000,51.000000,4.000000,7.000000,
386,330,7,carnivore,21.000000,0.000000,23999.984375,15.000000,16.000000,7.000000,13.000000,11.000000,17.000000,16.000000,10.000000,0.000000,0.500000,45.000000,3.000000,6.000000,
388,330,7,carnivore,21.000000,0.000000,23999.984375,15.000000,16.000000,7.000000,13.000000,11.000000,17.000000,16.000000,10.000000,0.000000,0.500000,45.000000,3.000000,6.000000,
379,371,8,herbivore,15.000000,0.000000,6085.061523,10.000000,7.000000,14.000000,7.000000,5.000000,6.000000,7.000000,10.000000,0.000000,4.500000,20.000000,6.000000,8.000000,
381,371,8,herbivore,15.000000,0.000000,6085.061523,10.000000,7.000000,14.000000,7.000000,5.000000,6.000000,7.000000,10.000000,0.000000,4.500000,20.000000,6.000000,8.000000,
383,359,0,herbivore,15.000000,0.000000,6085.061523,10.000000,8.000000,14.000000,7.000000,5.000000,7.000000,8.000000,10.000000,0.000000,5.000000,20.000000,7.000000,10.000000,
385,359,0,herbivore,15.000000,0.000000,6085.061523,10.000000,8.000000,14.000000,7.000000,5.000000,7.000000,8.000000,10.000000,0.000000,5.000000,20.000000,7.000000,10.000000,
387,373,19,herbivore,6.000000,0.000000,144.999954,10.000000,8.000000,12.000000,8.000000,6.000000,8.000000,8.000000,10.000000,0.000000,3.750000,20.000000,3.000000,7.000000,
389,373,19,herbivore,6.000000,0.000000,144.999954,10.000000,8.000000,12.000000,8.000000,6.000000,8.000000,8.000000,10.000000,0.000000,3.750000,20.000000,3.000000,7.000000,
390,350,7,carnivore,21.000000,0.000000,23999.984375,17.000000,24.000000,5.000000,9.000000,6.000000,15.000000,24.000000,10.000000,0.000000,2.750000,57.000000,5.000000,8.000000,
392,350,7,carnivore,21.000000,0.000000,23999.984375,17.000000,24.000000,5.000000,9.000000,6.000000,15.000000,24.000000,10.000000,0.000000,2.750000,57.000000,5.000000,8.000000,
394,362,19,carnivore,15.000000,0.000000,6085.061523,17.000000,19.000000,7.000000,8.000000,7.000000,12.000000,19.000000,10.000000,0.000000,2.000000,57.000000,4.000000,7.000000,
396,362,19,carnivore,15.000000,0.000000,6085.061523,17.000000,19.000000,7.000000,8.000000,7.000000,12.000000,19.000000,10.000000,0.000000,2.000000,57.000000,4.000000,7.000000,
398,382,3,carnivore,21.000000,0.000000,23999.984375,16.000000,16.000000,7.000000,10.000000,9.000000,16.000000,16.000000,10.000000,0.000000,1.000000,51.000000,4.000000,7.000000,
400,382,3,carnivore,21.000000,0.000000,23999.984375,16.000000,16.000000,7.000000,10.000000,9.000000,16.000000,16.000000,10.000000,0.000000,1.000000,51.000000,4.000000,7.000000,
391,371,5,herbivore,21.000000,0.000000,23999.984375,10.000000,8.000000,13.000000,11.000000,5.000000,7.000000,8.000000,10.000000,0.000000,4.500000,20.000000,7.000000,9.000000,
393,371,5,herbivore,21.000000,0.000000,23999.984375,10.000000,8.000000,13.000000,11.000000,5.000000,7.000000,8.000000,10.000000,0.000000,4.500000,20.000000,7.000000,9.000000,
395,359,18,herbivore,15.000000,0.000000,6085.061523,9.000000,7.000000,15.000000,6.000000,6.000000,6.000000,7.000000,10.000000,0.000000,4.750000,16.000000,6.000000,8.000000,
397,359,18,herbivore,15.000000,0.000000,6085.061523,9.000000,7.000000,15.000000,6.000000,6.000000,6.000000,7.000000,10.000000,0.000000,4.750000,16.000000,6.000000,8.000000,
399,381,8,herbivore,21.000000,0.000000,23999.984375,9.000000,6.000000,14.000000,10.000000,6.000000,6.000000,6.000000,10.000000,0.000000,4.250000,16.000000,7.000000,10.000000,
401,381,8,herbivore,21.000000,0.000000,23999.984375,9.000000,6.000000,14.000000,10.000000,6.000000,6.000000,6.000000,10.000000,0.000000,4.250000,16.000000,7.000000,10.000000,
402,400,18,carnivore,21.000000,0.000000,23999.984375,17.000000,14.000000,8.000000,9.000000,8.000000,17.000000,14.000000,10.000000,0.000000,0.750000,57.000000,3.000000,6.000000,
404,400,18,carnivore,21.000000,0.000000,23999.984375,17.000000,14.000000,8.000000,9.000000,8.000000,17.000000,14.000000,10.000000,0.000000,0.750000,57.000000,3.000000,6.000000,
406,362,4,carnivore,21.000000,0.000000,23999.984375,17.000000,19.000000,8.000000,9.000000,7.000000,12.000000,19.000000,10.000000,0.000000,2.500000,57.000000,5.000000,8.000000,
408,362,4,carnivore,21.000000,0.000000,23999.984375,17.000000,19.000000,8.000000,9.000000,7.000000,12.000000,19.000000,10.000000,0.000000,2.500000,57.000000,5.000000,8.000000,
410,382,16,carnivore,9.000000,0.000000,757.724487,17.000000,16.000000,6.000000,10.000000,9.000000,15.000000,16.000000,10.000000,0.000000,1.000000,57.000000,2.000000,5.000000,
412,382,16,carnivore,9.000000,0.000000,757.724487,17.000000,16.000000,6.000000,10.000000,9.000000,15.000000,16.000000,10.000000,0.000000,1.000000,57.000000,2.000000,5.000000,
403,391,4,herbivore,21.000000,0.000000,23999.984375,10.000000,7.000000,14.000000,10.000000,5.000000,7.000000,7.000000,10.000000,0.000000,5.000000,20.000000,8.000000,11.000000,
405,391,4,herbivore,21.000000,0.000000,23999.984375,10.000000,7.000000,14.000000,10.000000,5.000000,7.000000,7.000000,10.000000,0.000000,5.000000,20.000000,8.000000,11.000000,
407,399,3,herbivore,21.000000,0.000000,23999.984375,10.000000,5.000000,15.000000,9.000000,5.000000,5.000000,5.000000,10.000000,0.000000,4.250000,20.000000,7.000000,10.000000,
409,399,3,herbivore,21.000000,0.000000,23999.984375,10.000000,5.000000,15.000000,9.000000,5.000000,5.000000,5.000000,10.000000,0.000000,4.250000,20.000000,7.000000,10.000000,
411,381,1,herbivore,21.000000,0.000000,23999.984375,10.000000,6.000000,14.000000,9.000000,5.000000,5.000000,6.000000,10.000000,0.000000,4.250000,20.000000,7.000000,10.000000,
413,381,1,herbivore,21.000000,0.000000,23999.984375,10.000000,6.000000,14.000000,9.000000,5.000000,5.000000,6.000000,10.000000,0.000000,4.250000,20.000000,7.000000,10.000000,
414,408,3,carnivore,21.000000,0.000000,23999.984375,17.000000,18.000000,8.000000,9.000000,7.000000,13.000000,18.000000,10.000000,0.000000,2.500000,57.000000,5.000000,8.000000,
416,408,3,carnivore,21.000000,0.000000,23999.984375,17.000000,18.000000,8.000000,9.000000,7.000000,13.000000,18.000000,10.000000,0.000000,2.500000,57.000000,5.000000,8.000000,
418,362,3,carnivore,21.000000,0.000000,23999.984375,17.000000,19.000000,7.000000,9.000000,6.000000,11.000000,19.000000,10.000000,0.000000,2.250000,57.000000,5.000000,8.000000,
420,362,3,carnivore,21.000000,0.000000,23999.984375,17.000000,19.000000,7.000000,9.000000,6.000000,11.000000,19.000000,10.000000,0.000000,2.250000,57.000000,5.000000,8.000000,
422,382,13,carnivore,15.000000,0.000000,6085.061523,18.000000,15.000000,6.000000,10.000000,9.000000,17.000000,15.000000,10.000000,0.000000,0.750000,64.000000,2.000000,4.000000,
424,382,13,carnivore,15.000000,0.000000,6085.061523,18.000000,15.000000,6.000000,10.000000,9.000000,17.000000,15.000000,10.000000,0.000000,0.750000,64.000000,2.000000,4.000000,
415,391,5,herbivore,15.000000,0.000000,6085.061523,9.000000,6.000000,15.000000,11.000000,5.000000,6.000000,6.000000,10.000000,0.000000,4.750000,16.000000,6.000000,9.000000,
417,391,5,herbivore,15.000000,0.000000,6085.061523,9.000000,6.000000,15.000000,11.000000,5.000000,6.000000,6.000000,10.000000,0.000000,4.750000,16.000000,6.000000,9.000000,
419,399,6,herbivore,21.000000,0.000000,23999.984375,10.000000,6.000000,14.000000,12.000000,5.000000,5.000000,6.000000,10.000000,0.000000,4.250000,20.000000,7.000000,10.000000,
421,399,6,herbivore,21.000000,0.000000,23999.984375,10.000000,6.000000,14.000000,12.000000,5.000000,5.000000,6.000000,10.000000,0.000000,4.250000,20.000000,7.000000,10.000000,
423,403,4,herbivore,21.000000,0.000000,23999.984375,9.000000,6.000000,14.000000,11.000000,5.000000,8.000000,6.000000,10.000000,0.000000,5.000000,16.000000,8.000000,11.000000,
425,403,4,herbivore,21.000000,0.000000,23999.984375,9.000000,6.000000,14.000000,11.000000,5.000000,8.000000,6.000000,10.000000,0.000000,5.000000,16.000000,8.000000,11.000000,
426,414,4,carnivore,21.000000,0.000000,23999.984375,15.000000,17.000000,7.000000,10.000000,10.000000,16.000000,17.000000,10.000000,0.000000,2.000000,45.000000,5.000000,8.000000,
428,414,4,carnivore,21.000000,0.000000,23999.984375,15.000000,17.000000,7.000000,10.000000,10.000000,16.000000,17.000000,10.000000,0.000000,2.000000,45.000000,5.000000,8.000000,
430,416,19,carnivore,21.000000,0.000000,23999.984375,17.000000,19.000000,9.000000,9.000000,6.000000,9.000000,19.000000,10.000000,0.000000,2.250000,57.000000,5.000000,8.000000,
432,416,19,carnivore,21.000000,0.000000,23999.984375,17.000000,19.000000,9.000000,9.000000,6.000000,9.000000,19.000000,10.000000,0.000000,2.250000,57.000000,5.000000,8.000000,
434,420,16,carnivore,21.000000,0.000000,23999.984375,18.000000,19.000000,6.000000,10.000000,7.000000,9.000000,19.000000,10.000000,0.000000,1.750000,64.000000,4.000000,7.000000,
436,420,16,carnivore,21.000000,0.000000,23999.984375,18.000000,19.000000,6.000000,10.000000,7.000000,9.000000,19.000000,10.000000,0.000000,1.750000,64.000000,4.000000,7.000000,
427,415,0,herbivore,15.000000,0.000000,6085.061523,10.000000,7.000000,13.000000,12.000000,5.000000,6.000000,7.000000,10.000000,0.000000,5.000000,20.000000,7.000000,10.000000,
